title,year,rating,running_time_secs
Dancer in the Dark,2000,7.8,8400
The Wild Bunch,1969,8.1,8700
A bout de souffle,1960,7.9,5400
A Sound of Thunder,2005,4.1,6600
Undisputed II: Last Man Standing,2006,6.8,5880
The Sword in the Stone,1963,7.1,4740
Love,2011,5.5,5040
The Mothman Prophecies,2002,6.4,7140
The Postman,1997,5.7,10620
"It's a Mad, Mad, Mad, Mad World",1963,7.4,11520
Encino Man,1992,5.3,5280
Madea's Witness Protection,2012,4.1,6840
Dnevnoy dozor,2006,6.4,7920
Spirit: Stallion of the Cimarron,2002,6.7,4980
Forever Strong,2008,6.9,6720
Peaceful Warrior,2006,7,7200
Divorce Invitation,2012,4.6,6600
The Jane Austen Book Club,2007,6.8,6360
The French Connection,1971,7.8,6240
Blind Dating,2006,6,5700
Private Parts,1997,6.6,6540
Der Himmel uber Berlin,1987,7.9,7680
The Brave One,2007,6.7,7320
Gettysburg,1993,7.5,16260
Guess Who,2005,5.7,6300
20000 Leagues Under the Sea,1954,7.1,7620
Real Genius,1985,6.8,6480
Bobby,2006,7,7200
Osmosis Jones,2001,6,5700
King Kong,1933,8,6000
Courage Under Fire,1996,6.5,7020
She's the One,1996,6,5760
Snowtown,2011,6.5,7140
He's Way More Famous Than You,2013,3.6,5760
Shutter,2008,5,5100
Edtv,1999,6,7320
Emma,1996,6.7,7260
The Perfect Score,2004,5.5,5580
Mr. Smith Goes to Washington,1939,8.3,7740
Below,2002,6.1,6300
The Hustler,1961,8.1,8040
Dark Tide,2012,4.2,6840
Flight of the Navigator,1986,6.7,5400
Stir of Echoes,1999,7,5940
Backdraft,1991,6.6,8220
Bye Bye Birdie,1963,6.4,6720
Chicken Little,2005,5.8,4860
Nanny McPhee and the Big Bang,2010,5.9,6540
Thinner,1996,5.4,5580
Black Dynamite,2009,7.2,5040
Let's Go to Prison,2006,5.8,5040
Vertical Limit,2000,5.7,7440
The Burning Plain,2008,6.7,6420
Anaconda,1997,4.4,5340
Diary of the Dead,2007,5.7,5700
The Invisible Woman,2013,7.3,6660
The Borrowers,1997,5.7,5340
Arthur Christmas,2011,7,5820
The Bad News Bears,1976,7.1,6120
Pinocchio,1940,7.6,5280
The Black Hole,1979,5.8,5880
SLC Punk!,1998,7.2,5820
Center Stage: Turn It Up,2008,5.7,5700
Bambi,1942,7.4,4200
The Libertine,2004,6.2,6840
In the Line of Fire,1993,7.2,7680
Crazy/Beautiful,2001,6.3,5940
Luftslottet som sprangdes,2009,7.1,8820
Valley of the Dragons,1961,5,4920
Chinjeolhan geumjassi,2005,7.6,6720
Nochnoy dozor,2004,6.4,6840
Le passe,2013,8.2,7800
The Day the Earth Stood Still,1951,7.9,5520
Dumbo,1941,7.3,3840
Three Amigos!,1986,6.2,6240
Belle,2013,7.9,6300
Restless,2011,6.5,5460
eXistenZ,1999,6.8,5820
Without a Paddle,2004,5.7,5700
Wimbledon,2004,6.2,5880
Du zhan,2012,7,6420
Polytechnique,2009,7.1,4620
Of Human Bondage,1964,6.4,6000
Days of Heaven,1978,7.9,5640
Yeh Jawaani Hai Deewani,2013,6.4,8340
Deuce Bigalow: Male Gigolo,1999,5.6,5280
Dragonfly,2002,5.8,6240
I Could Never Be Your Woman,2007,6,5820
Stuck on You,2003,5.8,7080
Manic,2001,7.2,6000
Storm Warning,1951,7,5580
City Island,2009,7.3,6240
The Prophecy,1995,6.5,5880
Wuthering Heights,2011,6.1,7740
Under the Bed,2012,4.3,5220
Plein soleil,1960,7.7,7080
Cirque du Soleil: Worlds Away,2012,6.4,5460
The Pink Panther,1963,7.1,6900
Stigmata,1999,6,6180
Night Shift,1982,6.3,6360
You May Not Kiss the Bride,2011,5,5940
Bug,2006,6,6120
Charade,1963,8,6780
Idle Hands,1999,5.9,5520
The Lawnmower Man,1992,5.2,6420
Bottle Rocket,1996,7,5460
Stealing Beauty,1996,6.4,7080
Filly Brown,2012,4.4,4800
A Bridge Too Far,1977,7.3,10500
The Return of the Living Dead,1985,7.1,5460
La dolce vita,1960,8,10440
The Year of Living Dangerously,1982,7,6900
Wonder Boys,2000,7.4,6420
Roxie Hart,1942,7,4500
Transit,2012,5.7,5280
The Dirties,2013,7.1,4800
Spiders,2013,3.5,5340
Stand and Deliver,1988,7.1,6180
Rio Bravo,1959,8,8460
A Perfect Murder,1998,6.4,6420
Go,1999,7.2,6120
Big Momma's House,2000,4.8,5940
Junebug,2005,7,6360
Return to Me,2000,6.6,6900
48 Hrs.,1982,6.9,5760
The Messengers,2007,5.2,5400
Venuto al mondo,2012,7.1,7620
Prince of Darkness,1987,6.6,6120
S. Darko,2009,3.7,6180
Friday After Next,2002,5.4,5100
100 Degrees Below Zero,2013,2.5,5340
Halloween II,1981,6.3,5520
The Promotion,2008,5.7,5160
Das weisse Band - Eine deutsche Kindergeschichte,2009,7.7,8640
Girl Walks Into a Bar,2011,5.6,4800
Shi mian mai fu,2004,7.5,7140
Lethal Weapon 3,1992,6.6,7080
Todo sobre mi madre,1999,7.8,6060
Mansfield Park,1999,7,6720
Dark Circles,2013,5.1,5220
Out of Time,2003,6.4,6300
Mademoiselle C,2013,4.4,5580
16 Blocks,2006,6.6,6600
Popeye,1980,4.9,6840
Chi bi,2008,7.3,9000
El espinazo del diablo,2001,7.4,6360
Win a Date with Tad Hamilton!,2004,5.5,5700
After.Life,2009,5.9,6240
My Life in Ruins,2009,5.7,5700
Assault on Precinct 13,2005,6.2,6540
The Descent: Part 2,2009,5.7,5640
Ocean's Eleven,1960,6.5,7620
The Longest Day,1962,7.7,10680
Jade,1995,4.9,5700
[REC]3 Genesis,2012,5.1,4800
Stay Alive,2006,4.7,5100
A Lonely Place to Die,2011,6.2,5940
Factory Girl,2006,6.1,5940
The Bounty,1984,6.9,7920
Drive Me Crazy,1999,5.2,5460
Ondine,2009,6.7,6660
Tideland,2005,6.4,7200
All the President's Men,1976,8,8280
The Baby-Sitters Club,1995,5.2,5640
Megan Is Missing,2011,5.3,5340
Yojinbo,1961,8.3,6600
The Brown Bunny,2003,4.8,5580
In Good Company,2004,6.5,6540
The 'Burbs,1989,6.6,6060
The End of Love,2012,5.2,5340
Jeepers Creepers II,2003,5.3,6240
Executive Decision,1996,6.3,7980
School for Scoundrels,2006,5.8,6000
Butterfly on a Wheel,2007,6.6,5700
Coco avant Chanel,2009,6.5,6300
Evening,2007,6.4,7020
In the Valley of Elah,2007,7.2,7260
Head in the Clouds,2004,6.3,7920
First Kid,1996,4.7,6060
The Way We Were,1973,6.8,7080
The Damned United,2009,7.4,5880
The Disappearance of Alice Creed,2009,6.7,6000
How to Marry a Millionaire,1953,6.8,5700
The Hand That Rocks the Cradle,1992,6.4,6600
The Conspiracy,2012,6.2,5040
The Man in the Gray Flannel Suit,1956,7,9180
The Manchurian Candidate,1962,8.1,7560
The Proposition,2005,7.4,6240
Ne le dis a personne,2006,7.5,7860
The Big Parade,1925,7.9,8400
The Yards,2000,6.3,6900
The Moth Diaries,2011,4.7,4920
Broken Arrow,1996,5.9,6480
The First Wives Club,1996,5.8,6180
Oliver Twist,2005,6.9,7800
Waitress,2007,7,6480
Badlands,1973,7.9,5640
Nikita,1990,7.4,7080
The Negotiator,1998,7.2,8400
2010,1984,6.6,6960
Hannah Montana & Miley Cyrus: Best of Both Worlds Concert,2008,2.6,4920
West of Memphis,2012,7.7,8820
Get Shorty,1995,6.8,6300
Dark Water,2005,5.5,6300
Kung Pow: Enter the Fist,2002,5.8,4860
White Oleander,2002,7,6540
Fame,1980,6.4,8040
M,1931,8.5,7020
The Forger,2012,5.2,5640
The Private Lives of Pippa Lee,2009,6.3,5880
Efter brylluppet,2006,7.7,7200
Nim's Island,2008,5.9,5760
Josie and the Pussycats,2001,5,5880
The Last Temptation of Christ,1988,7.5,9840
All the Right Moves,1983,5.7,5460
Michael Kohlhaas,2013,6.2,7320
Soldiers of Fortune,2012,4.3,5640
Little Big League,1994,5.7,7140
Hatchet,2006,5.6,5100
Big Fat Liar,2002,5.2,5280
Untraceable,2008,6.1,6060
Bunraku,2010,6,7440
Amores perros,2000,8.1,9240
Dressed to Kill,1980,7.1,6300
The Caller,2011,5.9,5520
Windtalkers,2002,5.9,8040
Toy Soldiers,1991,6.2,6660
G-Force,2009,5,5280
Cache,2005,7.2,7020
When a Man Loves a Woman,1994,6.2,7560
Persona,1966,8.1,5100
Freaks,1932,7.9,3840
All Quiet on the Western Front,1930,8,8160
Seabiscuit,2003,7.3,8400
Seven Brides for Seven Brothers,1954,7.2,6120
Darkness Falls,2003,4.7,5160
The Wackness,2008,6.9,5940
Mother's Day,2010,6.1,6720
Runaway Jury,2003,7,7620
Curly Sue,1991,5.2,6060
Ten Inch Hero,2007,7.2,6120
Richie Rich,1994,4.9,5700
The Jungle Book,1994,5.8,6660
Only You,1994,6.2,6900
Doctor Dolittle,1998,5.2,5100
My Own Private Idaho,1991,7,6240
The Rescuers,1977,6.9,4680
Look Who's Talking,1989,5.7,5580
The Italian Job,1969,7.2,5940
Dead Man's Shoes,2004,7.6,5400
Summer School,1987,6.2,5820
Cop Land,1997,6.9,6240
Dracula,1931,7.6,4500
True Grit,1969,7.3,7680
2 Days in New York,2012,5.9,5760
Above the Law,1988,5.6,5940
The 51st State,2001,6.1,5580
Rebelle,2012,7,5400
The Pledge,2001,6.8,7440
Chasing Ice,2012,7.5,4500
The Oxford Murders,2008,6,6240
The Messenger,2009,7.2,6780
Tropa de Elite 2 - O Inimigo Agora E Outro,2010,8,6900
The Tunnel,2011,5.8,5400
Life,1999,6.3,6480
The Reaping,2007,5.5,5940
Mercury Rising,1998,5.9,6660
I Hope They Serve Beer in Hell,2009,5.1,6300
Superman IV: The Quest for Peace,1987,3.6,5580
What Just Happened,2008,5.7,6240
The Commitments,1991,7.4,7080
Friday the 13th: A New Beginning,1985,4.3,5520
Planet 51,2009,6,5460
Saints and Soldiers,2003,6.8,5400
Arthur et les Minimoys,2006,5.9,5640
Life or Something Like It,2002,5.6,6180
Bakjwi,2009,7.1,7980
Johnny Mnemonic,1995,5.3,6180
Ready to Rumble,2000,4.9,6420
Miss Congeniality 2: Armed and Fabulous,2005,4.7,6900
It Takes Two,1995,5.2,6060
High Plains Drifter,1973,7.6,6300
Touch of Evil,1958,8.2,5700
Le pacte des loups,2001,7,8520
Kill the Irishman,2011,7,6360
Police Academy 2: Their First Assignment,1985,5.3,5220
Wild Target,2009,6.7,5880
In the Land of Blood and Honey,2011,4.5,7620
Snow White: A Tale of Terror,1997,6.1,6000
Young Guns II,1990,6.1,6240
The Island of Dr. Moreau,1996,4.2,5760
Fanny och Alexander,1982,8.1,11280
Oliver & Company,1988,6.5,4440
Night of the Living Dead,1990,6.7,5520
Stomp the Yard,2007,4.7,6900
Ghost Town,2008,6.7,6120
Nights in Rodanthe,2008,5.7,5820
Inland Empire,2006,6.8,10800
The Man Who Shot Liberty Valance,1962,8.1,7380
Flesh+Blood,1985,6.6,7560
Fantasia,1940,7.8,7500
I Declare War,2012,6.1,5640
Keeping the Faith,2000,6.4,7680
Shadow of a Doubt,1943,8,6480
Cradle 2 the Grave,2003,5.6,6060
Fairytale,2012,4.2,5040
Les petits mouchoirs,2010,7,9240
Winnie the Pooh,2011,7.1,3780
Two Lovers,2008,7,6600
American Splendor,2003,7.5,6060
A Goofy Movie,1995,6.6,4680
The Gatekeepers,2012,7.4,6060
Feast of Love,2007,6.5,6060
The Hot Flashes,2013,4.2,5940
Killshot,2008,6,5700
French Kiss,1995,6.3,6660
Midnight in the Garden of Good and Evil,1997,6.5,9300
Blowup,1966,7.6,6660
Suddenly,2013,3.8,5400
The Queen of Versailles,2012,7,6000
The Spy Next Door,2010,5.2,5640
Escape from L.A.,1996,5.5,6060
Brake,2012,5.9,5520
Welcome to the Rileys,2010,6.9,6600
Courageous,2011,6.4,7740
O,2001,6,5700
Jason Goes to Hell: The Final Friday,1993,4.2,5220
"The Goods: Live Hard, Sell Hard",2009,5.7,5340
Don Juan DeMarco,1994,6.6,5820
Tanner Hall,2009,5.5,5760
Vi,2013,5.3,5520
Patriot Games,1992,6.8,7020
Beowulf & Grendel,2005,5.8,6180
Bean,1997,6,5100
Guess Who's Coming to Dinner,1967,7.7,6480
Wolf,1994,6.1,7500
The American President,1995,6.7,6840
Cabaret,1972,7.7,7440
Hoot,2006,5.3,5460
The Beastmaster,1982,5.9,7080
Hollywoodland,2006,6.5,7560
The Cooler,2003,7,6060
Last Man Standing,1996,6.2,6060
Chapter 27,2007,5.5,5040
Domestic Disturbance,2001,5.3,5340
Barnyard,2006,5.4,5400
Beverly Hills Chihuahua,2008,3.6,5460
Quatermass 2,1957,7,5100
Inspector Gadget,1999,3.9,4680
Hoosiers,1986,7.5,6840
Everything Is Illuminated,2005,7.4,6360
Asterix aux jeux olympiques,2008,4.8,6960
Das letzte Schweigen,2010,6.7,7080
Six Days Seven Nights,1998,5.6,5880
Fame,2009,4.7,6420
Lions for Lambs,2007,6.1,5520
Mardi Gras: Spring Break,2011,4.9,5280
The Sand Pebbles,1966,7.6,10920
The Edge of Love,2008,6.1,6600
Orange County,2002,6.1,4920
The Women,2008,4.8,6840
The Last Dragon,1985,6.3,6540
Oliver!,1968,7.4,9180
Catch-22,1970,7.1,7320
Grumpy Old Men,1993,6.8,6180
Jackass 3D,2010,6.9,5640
One Is a Lonely Number,1972,6,5820
The Color of Money,1986,6.9,7140
Touchback,2011,6.1,7080
El mariachi,1992,6.9,4860
The Greatest,2009,6.5,5940
The Water Horse,2007,6.4,6720
House of Sand and Fog,2003,7.6,7560
The Express,2008,7.1,7800
A Better Life,2011,7.1,5880
Camp,2003,6.2,6840
The Jerk Theory,2009,5,5580
Casino Royale,1967,5.1,7860
State of Emergency,2011,5,5400
Rising Sun,1993,6.1,7500
Stealth,2005,4.9,7260
Basic,2003,6.3,5880
Just Cause,1995,6.2,6120
Enter the Void,2009,7.1,9660
Georgia Rule,2007,5.7,6780
Go Goa Gone,2013,6.5,6480
Starship Troopers 3: Marauder,2008,4.4,6300
Innerspace,1987,6.6,7200
Stan Helsing,2009,3.4,6480
Herbie Fully Loaded,2005,4.6,6060
The Last Castle,2001,6.7,7860
On the Job,2013,6.5,7260
Play Misty for Me,1971,7,6120
The United States of Leland,2003,7,6480
Rambo III,1988,5.4,6120
View from the Top,2003,5,5220
Wait Until Dark,1967,7.8,6480
Space Cowboys,2000,6.3,7800
Suspiria,1977,7.4,5880
Boogeyman,2005,3.9,5340
Swing Vote,2008,6,7200
Cottage Country,2013,5.4,5460
Psycho III,1986,4.9,5580
Christmas with the Kranks,2004,4.9,5940
Joyful Noise,2012,5.2,7080
Kalifornia,1993,6.6,7020
Maximum Conviction,2012,4.6,5880
Resolution,2012,6,5580
All Stars,2013,3.4,6360
The Remains of the Day,1993,7.9,8040
Mou gaan dou,2002,8.1,6060
Get Carter,2000,4.8,6120
Killer Klowns from Outer Space,1988,5.8,5280
Day of the Dead,1985,7,5760
Top Secret!,1984,7,5400
Alfie,2004,6,6180
The House of the Devil,2009,6.4,5700
Don't Look Now,1973,7.4,6600
Six Degrees of Separation,1993,6.8,6720
Lola Versus,2012,5.1,5220
Lock Up,1989,6,6540
High School,2010,5.6,5940
A Nightmare on Elm Street Part 2: Freddy's Revenge,1985,5.1,5220
Ginger Snaps,2000,6.7,6480
Just One of the Guys,1985,6.1,5400
Gabriel,2007,5.4,6840
Unrest,2006,5,5280
Little Manhattan,2005,7.5,5040
Appaloosa,2008,6.7,6900
Chasing Papi,2003,4.5,4800
Rush,1991,6.5,7200
White Men Can't Jump,1992,6.5,6900
Grind,2003,5.5,6300
Girls Just Want to Have Fun,1985,5.5,5400
Feast,2005,6.3,5700
Arsenic and Old Lace,1944,8,7080
Blancanieves,2012,7.4,6240
Pete's Dragon,1977,6.1,7680
Marathon Man,1976,7.5,7500
The Trip,2010,6.9,6420
Goats,2012,5.7,5640
The Man Who Knew Too Much,1956,7.5,7200
Sky Captain and the World of Tomorrow,2004,6.1,6360
Airheads,1994,5.8,5520
A Perfect World,1993,7.4,8280
Shall We Dance,2004,5.9,6360
Ringu,1998,7.3,5760
Bugsy Malone,1976,6.5,5580
Vampires,1998,6,6480
4.3.2.1,2010,5.7,7020
Storage 24,2012,4.3,5220
Dead Mine,2012,4.3,5220
The Majestic,2001,6.8,9120
Serial Mom,1994,6.4,5700
Ghost Dog: The Way of the Samurai,1999,7.5,6960
River's Edge,1986,6.9,5940
The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,6.1,6180
Friday the 13th Part VII: The New Blood,1988,4.8,5280
Ghosts of Mars,2001,4.8,5880
City Lights,1931,8.6,5220
Hannah and Her Sisters,1986,7.9,6180
Vanishing on 7th Street,2010,4.8,5520
The Saint,1997,6,6960
Snabba cash,2010,6.5,7440
Errors of the Human Body,2012,5.1,6060
Phantoms,1998,5.2,5760
Fever Pitch,2005,6.1,6240
All the King's Men,2006,6,7680
Simon Birch,1998,6.7,6840
Naked Lunch,1991,6.9,6900
Before Night Falls,2000,7.1,7980
The Perfect Host,2010,6.6,5580
I'm Gonna Git You Sucka,1988,6.2,5280
The Samaritan,2012,5.5,5400
Jingle All the Way,1996,5.1,5340
Deep Rising,1998,5.8,6360
The Weather Man,2005,6.6,6120
La cite des enfants perdus,1995,7.6,6720
Facing the Giants,2006,6.2,6660
The Skulls,2000,5.3,6360
Asterix et Obelix: Au service de Sa Majeste,2012,5.2,6600
Lottery Ticket,2010,4.3,5940
An American Werewolf in Paris,1997,4.9,6300
The Night of the Hunter,1955,8.1,5580
In the Mouth of Madness,1994,7,5700
Wrong Turn 4: Bloody Beginnings,2011,4.3,5580
Dirty Pretty Things,2002,7.4,5820
Huo Yuan Jia,2006,7.6,6240
Jimmy P.,2013,6.3,7020
Where Eagles Dare,1968,7.6,9480
Superstar,1999,4.6,4860
Cadillac Records,2008,6.7,6540
First Knight,1995,5.7,8040
"Paris, Texas",1984,8,8820
Come Out and Play,2012,4.7,6300
The Money Pit,1986,6,5460
A Mighty Heart,2007,6.6,6480
European Vacation,1985,5.9,5700
Anacondas: The Hunt for the Blood Orchid,2004,4.3,5820
The Shrine,2010,5.4,5100
In Fear,2013,5,5100
20 Feet from Stardom,2013,7.3,5460
Air America,1990,5.5,6780
Garfield,2004,4.8,4800
Bill & Ted's Bogus Journey,1991,6,5580
The Alamo,2004,5.8,8220
A Few Best Men,2011,5.7,5820
Citadel,2012,5.3,5040
High Crimes,2002,6.2,6900
Starbuck,2011,7.2,6540
A.C.A.B.: All Cops Are Bastards,2012,6.5,6720
Mother and Child,2009,7.1,7500
Yip Man chinchyun,2010,7,6000
Secretariat,2010,7,7380
El Gringo,2012,5.1,5940
Rob Roy,1995,6.8,8340
Bottle Shock,2008,6.7,6600
Lifeforce,1985,5.9,6960
Jack and Diane,2012,4.2,6600
Withnail & I,1987,7.6,6420
Coneheads,1993,5.1,5280
Unknown,2006,6.4,5100
The Good Road,2013,5,5520
Homeward Bound II: Lost in San Francisco,1996,5.5,5340
Pulse,2006,4.5,5400
The World's Fastest Indian,2005,7.8,7620
The Cannonball Run,1981,5.9,5700
Shine,1996,7.6,6300
The Lucky Ones,2008,6.9,6900
Shanghai Noon,2000,6.5,6600
Get Low,2009,7,6180
Scanners,1981,6.7,6180
Tom yum goong,2005,6.9,6480
3 Ninjas,1992,4.7,5040
An American Tail,1986,6.8,4800
Astro Boy,2009,6.2,5640
Cobra,1986,5.2,5220
Camp Nowhere,1994,5.4,5760
The Last Mimzy,2007,6.2,5400
La misma luna,2007,7.2,6360
Pusher,1996,7.3,6600
Overboard,1987,6.4,6360
Reservation Road,2007,6.7,6120
Harriet the Spy,1996,5.7,6000
Runaway Train,1985,7.2,6660
Deadgirl,2008,5.7,6060
The Wind That Shakes the Barley,2006,7.4,7620
The Last House on the Left,1972,5.9,5040
Five Easy Pieces,1970,7.4,5880
Harley Davidson and the Marlboro Man,1991,5.6,5880
Frequently Asked Questions About Time Travel,2009,7,4980
Metegol,2013,7.7,6360
A Guide to Recognizing Your Saints,2006,6.9,6000
Smultronstallet,1957,8.3,5460
Black Sheep,2006,5.8,5220
The Presence,2010,4.4,5220
The Last Keepers,2013,4.5,5100
An Unfinished Life,2005,6.9,6480
Miss Pettigrew Lives for a Day,2008,6.9,5520
Dog Soldiers,2002,6.7,6300
The King of Comedy,1982,7.6,6540
Boy A,2007,7.6,6360
One Fine Day,1996,6.3,6480
The Treasure of the Sierra Madre,1948,8.4,7560
Bulletproof,1996,5.6,5040
Therese,2013,7.8,6060
Mandingo,1975,5.8,7620
Gedo senki,2006,6.4,6900
New Jack City,1991,6.3,5820
The Nines,2007,6.4,6000
JCVD,2008,7.1,5820
Cyrus,2010,6.3,5460
Chaos Theory,2008,6.7,5220
Cougar Club,2007,4,5580
Just Wright,2010,5.3,6000
Meet Dave,2008,4.8,5400
My Super Ex-Girlfriend,2006,5.1,5700
Spice World,1997,3,5580
In the Heat of the Night,1967,8,6540
Re-Animator,1985,7.2,5700
Patton,1970,8,10320
Flight of the Phoenix,2004,6,6780
The Short Game,2013,8.7,5940
Belly,1998,5,5760
The Good Son,1993,6.1,5220
Going Overboard,1989,1.8,5940
The Phantom,1996,4.8,6000
Faces in the Crowd,2011,5.5,6180
Body Double,1984,6.6,6840
Invasion of the Body Snatchers,1978,7.3,6900
Honey 2,2011,4.7,6600
The Demented,2013,3.9,5520
Diary of a Wimpy Kid: Rodrick Rules,2011,6.3,5940
Duplex,2003,5.7,5340
Flowers in the Attic,1987,5.1,5580
Police Academy 4: Citizens on Patrol,1987,4.3,5280
The Door,2013,4.9,5340
Halloween: The Curse of Michael Myers,1995,4.6,5280
L'arnacoeur,2010,6.7,6300
Kit Kittredge: An American Girl,2008,6.5,6060
Penthouse North,2013,5,5160
Johnny Be Good,1988,4.1,5460
Party Monster,2003,5.9,5880
The Giant Mechanical Man,2012,6.4,5640
Meatballs,1979,5.9,5640
The Black Waters of Echo's Pond,2009,4.2,5340
Anything Else,2003,6.3,6480
Strike!,1998,6.3,5820
Les saveurs du Palais,2012,6,5700
Maelstrom,2000,7.1,5220
The Pleasure of Your Company,2006,5.6,5400
Quadrophenia,1979,7.1,7020
Henry & June,1990,6.2,8160
Higher Ground,2011,6.1,6540
The Program,1993,6.1,6720
Volcano,1997,5.3,6240
Witness for the Prosecution,1957,8.4,6960
May,2002,6.6,5580
Radio,2003,6.7,6540
The Four Feathers,2002,6.3,7920
The Wild,2006,5.3,5640
Meet the Browns,2008,3.5,6000
The In-Laws,2003,5.6,5880
Four Christmases,2008,5.5,5280
Un plan parfait,2012,6.1,6240
Leaves of Grass,2009,6.4,6300
The Animal,2001,4.6,5040
Vampire,2011,5.6,7200
Xin shao lin si,2011,6.7,7860
Quest for Camelot,1998,5.6,5160
Recoil,2011,4.9,5640
The Wiz,1978,4.7,8040
Rollerball,1975,6.5,7500
3 Men and a Baby,1987,5.7,6120
The Grudge 2,2006,4.7,6120
The Big Sleep,1946,8.1,6840
Fireflies in the Garden,2008,6.4,7200
Everyone Says I Love You,1996,6.7,6060
The Punisher,1989,5.4,5340
Out Cold,2001,5.9,5340
Private School,1983,4.8,5340
Blood Simple.,1984,7.7,5940
Plump Fiction,1997,2.5,4920
Mr. Deeds Goes to Town,1936,7.9,6900
3D rou pu tuan zhi ji le bao jian,2011,4.2,7740
The Perfect Man,2005,5.2,6000
Town Creek,2009,5.3,5400
Bio-Dome,1996,4,5280
The Great Mouse Detective,1986,7.1,4440
The Quiet,2005,6.3,5760
Los abrazos rotos,2009,7.2,7620
Un prophete,2009,7.9,9300
Edison,2005,5.1,5940
Michael,1996,5.5,6300
The Package,2013,4.8,5700
Summer's Blood,2009,4.4,5460
Nothing But Trouble,1991,4.4,5640
Damage,1992,6.7,6660
I Know Who Killed Me,2007,3.6,6300
Somebody Up There Likes Me,2012,5.4,4560
Bhaag Milkha Bhaag,2013,8.2,11160
Nothing to Lose,1997,6.5,5880
Assassination of a High School President,2008,6.3,5580
Birdemic: Shock and Terror,2010,1.8,5400
Bad Kids Go to Hell,2012,4.2,5460
Friends with Money,2006,5.9,5280
Cedar Rapids,2011,6.3,5220
Bill,2007,6.3,5580
The Cloth,2013,2.9,5280
Deep Throat,1972,5,3660
Mobius,2013,5.9,6180
Dirty Rotten Scoundrels,1988,7.2,6600
Working Girl,1988,6.6,6780
Wu xia,2011,7,6900
Money Talks,1997,5.8,5820
The Black Cauldron,1985,6.3,4800
Age of Dinosaurs,2013,3.1,5280
Funny Face,1957,6.9,6180
The Rugrats Movie,1998,5.6,4740
Annapolis,2006,5.4,6480
The Secret of NIMH,1982,7.4,4920
Tim and Eric's Billion Dollar Movie,2012,4.8,5580
I Melt with You,2011,5.6,7320
Vamp U,2013,4,6000
Junior,1994,4.4,6540
Two for the Money,2005,6.1,7320
Poltergeist II: The Other Side,1986,5.5,5460
Halloween 4: The Return of Michael Myers,1988,5.7,5280
Explorers,1985,6.3,6540
Speed 2: Cruise Control,1997,3.5,7260
Las aventuras de Tadeo Jones,2012,5.7,5520
Naked Gun 33 1/3: The Final Insult,1994,6.2,4980
After Hours,1985,7.6,5820
Trade,2007,7.3,7200
Wrecked,2010,5.1,5460
One Missed Call,2008,3.7,5220
Femme Fatale,2002,6.2,6840
Post Grad,2009,5.1,5280
The Last Unicorn,1982,7.1,5520
Darkman,1990,6.3,5760
Street Scene,1931,7.6,4800
Savage Grace,2007,5.7,5820
Pumpkinhead,1988,6,5160
Jennifer Eight,1992,6.1,7440
Blue Sky,1994,6.4,6060
Madea's Big Happy Family,2011,3.6,6360
Mutant Chronicles,2008,5.2,6660
Return to the Blue Lagoon,1991,4.6,5880
Cemetery Junction,2010,6.8,5700
Why Did I Get Married Too?,2010,3.6,7260
Arn: Tempelriddaren,2007,6.4,8340
Fast Food Nation,2006,6.2,6960
Grizzly Man,2005,7.8,6180
Bride & Prejudice,2004,6,7320
Copperhead,2013,5,7200
The Natural,1984,7.4,8040
Arlington Road,1999,7.1,7020
Every Which Way But Loose,1978,6,6600
Mimic,1997,5.8,6300
Bringing Out the Dead,1999,6.8,7260
Damsels in Distress,2011,5.8,5940
History of the World: Part I,1981,6.6,5520
Sleepwalk with Me,2012,6.6,4860
Doghouse,2009,6,5340
Twilight Zone: The Movie,1983,6.4,6060
Celebrity,1998,6.2,6780
School Ties,1992,6.7,6360
Hoodwinked Too! Hood vs. Evil,2011,4.7,5160
Exotica,1994,7.1,6180
The Butterfly Effect 2,2006,4.4,5520
Absentia,2011,5.6,5220
The Resident,2011,5.1,5460
Jaws 2,1978,5.6,6960
The Astronaut's Wife,1999,5.1,6540
11:14,2003,7.2,5700
Streets of Fire,1984,6.5,5580
Frozen River,2008,7.1,5820
Lone Wolf McQuade,1983,6,6420
Fast Girls,2012,5.7,5460
Intersections,2013,4.3,6060
Cat on a Hot Tin Roof,1958,8,6480
Get Lucky,2013,3.9,5160
The Naked Gun 2-1/2: The Smell of Fear,1991,6.7,5100
College Road Trip,2008,3.8,4980
The Juror,1996,5.3,7080
Outside Providence,1999,6.1,5760
Prime,2005,6.1,6300
The Broken,2008,5.4,5580
Brideshead Revisited,2008,6.6,7980
Shallow Grave,1994,7.3,5520
World's Greatest Dad,2009,6.9,5940
Be Kind Rewind,2008,6.4,6120
Neko no ongaeshi,2002,7.2,4500
Red Planet,2000,5.5,6360
The Producers,1967,7.6,5280
The Believer,2001,7.2,6120
10 Items or Less,2006,6.6,4920
Hoodwinked!,2005,6.5,4800
Alone in the Dark,2005,2.3,5760
The Lady,2011,6.8,7920
Malena,2000,7.4,6540
8/1/02,1963,8.1,8280
Gomorra,2008,6.9,8220
Labor Pains,2009,4.5,5340
Videodrome,1983,7.3,5220
Family Plot,1976,6.7,7200
A Love Song for Bobby Long,2004,7,7140
Date Movie,2006,2.6,4980
